district,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic
19,8.453401,81.879757,77,1706.8,1,3,2,0,1,120,5.7,0,62.8,169.0,0.736,0.021,-0.065,1,0,55,11.35,12.95,17.79,0,0,1,9,1
11,7.618241,79.737003,90,822.3,4,3,3,1,1,655,1.0,0,38.3,266.4,0.415,0.275,-0.261,1,0,25,9.99,0.52,29.43,0,0,0,10,1
19,8.896476,79.776115,663,759.4,3,3,3,0,3,341,17.3,0,90.1,130.9,0.201,0.578,0.085,1,0,92,2.69,3.23,19.57,0,0,1,9,1
9,9.869181,81.87609,74,1156.6,6,3,3,0,3,610,45.4,0,10.5,229.8,0.436,0.401,0.376,0,1,36,21.63,0.39,27.01,0,0,1,9,1
13,8.114697,80.051602,54,1914.6,0,4,0,0,0,743,10.2,0,13.6,399.5,0.164,-0.006,-0.353,1,0,49,19.91,3.73,38.62,0,0,1,9,1
15,8.669793,80.06254,1666,701.8,0,0,4,1,1,856,20.2,0,5.6,238.8,0.271,-0.196,-0.201,1,0,31,23.88,0.5,25.66,0,0,1,9,1
24,7.631861,79.9523,34,108.3,3,0,2,0,1,798,1.0,0,72.2,61.1,0.948,-0.148,0.423,0,1,51,0.86,1.62,25.08,0,0,1,9,1
18,9.343783,81.438087,0,1913.1,3,3,1,0,3,10,29.1,0,6.0,61.5,0.549,0.221,-0.389,1,0,59,0.84,1.09,20.79,0,0,1,9,1
18,7.126048,81.682585,5,447.4,3,4,0,0,0,237,10.0,0,22.1,341.8,0.917,0.32,-0.418,1,1,5,16.43,2.4,57.52,0,0,0,10,1
4,7.052346,79.941316,68,714.5,6,1,3,0,2,1097,37.5,1,164.2,359.0,0.474,0.142,0.658,0,0,50,5.25,5.48,48.47,0,0,0,7,1
9,6.499293,80.134144,29,13184.2,0,4,2,1,1,520,1.0,0,159.1,264.0,0.261,-0.241,0.061,1,0,39,10.09,6.48,47.75,0,0,1,9,1
19,6.977667,80.64387,1075,4898.0,0,3,0,0,1,234,22.6,0,77.6,169.9,0.841,0.056,-0.565,1,0,39,1.04,5.97,20.74,0,0,1,9,1
16,7.812679,80.421829,19,736.7,2,1,3,1,1,342,18.3,0,136.6,219.7,0.256,0.263,0.098,1,0,51,2.77,0.87,44.52,0,0,1,9,1
11,6.013409,79.984201,30,6881.0,2,0,0,1,3,263,1.0,0,73.1,85.2,0.413,0.139,0.208,0,0,41,3.07,10.49,22.23,0,0,1,9,1
10,9.761023,79.864986,697,1099.3,0,4,0,0,0,1903,47.9,1,153.0,376.6,0.521,0.471,0.099,1,0,44,8.64,0.52,49.47,0,0,1,9,1
21,7.713007,81.132695,76,714.2,2,0,3,0,3,339,1.0,0,19.1,197.0,0.717,0.364,0.091,1,0,71,0.31,2.72,14.11,0,0,1,9,1
16,9.07168,80.569723,65,207.4,5,1,4,0,0,404,3.9,1,89.5,0.6,0.75,0.092,0.258,0,0,34,10.48,2.31,18.3,0,0,1,9,1
11,6.576816,80.272996,99,2366.8,6,2,4,0,1,597,10.7,0,100.7,516.9,0.076,0.006,0.268,0,0,91,4.46,10.51,53.82,0,0,1,9,1
3,9.001711,80.76682,92,2232.8,4,0,0,0,1,541,3.1,0,128.0,80.4,0.861,0.164,0.246,0,0,60,0.87,14.5,15.05,0,0,1,9,1
16,6.797502,81.038916,21,1123.2,0,0,4,0,2,164,48.1,0,6.5,254.7,0.328,0.069,0.476,0,0,52,9.31,3.89,34.5,0,0,0,7,1
22,6.493923,81.35643,21,283.1,6,0,3,0,1,328,11.6,0,22.5,252.3,0.727,-0.038,0.344,0,1,46,15.81,3.36,43.18,0,0,1,9,1
6,8.218419,80.298363,82,676.7,4,2,4,0,3,1379,38.5,1,9.2,359.3,0.332,0.301,-0.036,1,0,8,27.08,1.11,38.67,0,0,0,10,1
20,5.934607,79.689722,96,2518.0,5,2,1,0,0,533,26.9,1,78.2,23.6,0.765,0.6,0.534,0,0,55,7.8,0.24,7.98,0,0,1,9,1
15,8.31704,79.73324,634,43.9,3,4,4,0,1,1176,27.8,1,106.0,312.8,0.669,0.378,0.098,1,1,58,5.72,4.07,48.07,0,0,1,9,1
14,8.220381,81.88251,22,190.0,4,1,3,2,0,1174,8.5,1,219.6,22.5,0.366,0.527,0.321,0,1,46,2.83,0.55,46.9,0,0,1,9,1
3,8.007895,81.601982,29,7414.7,0,3,1,0,1,577,55.0,0,42.8,300.7,0.067,-0.045,-0.183,1,0,65,12.14,6.08,41.22,0,0,1,9,1
12,6.982819,81.842055,67,4078.6,6,2,1,0,3,249,32.3,0,82.6,120.4,0.688,-0.073,0.389,0,1,29,52.46,2.42,22.63,0,0,0,10,1
9,9.365432,80.848525,76,794.9,5,1,0,0,1,723,4.4,1,172.2,148.9,0.354,0.112,0.014,1,0,26,12.85,3.38,33.71,0,0,0,10,1
15,8.091906,80.13919,1103,1.3,2,3,2,2,1,736,6.0,0,66.1,615.8,0.618,0.249,0.181,0,1,5,10.98,1.77,74.05,0,0,0,3,1
14,7.586466,79.691349,9,1684.6,4,2,0,0,0,404,1.0,0,154.7,17.8,0.165,-0.204,-0.118,1,1,52,25.67,2.31,34.95,0,0,1,9,1
3,8.847734,81.708678,85,104.3,0,1,4,0,1,527,29.2,0,69.3,180.9,0.772,-0.107,0.575,0,0,86,11.24,10.25,27.14,0,0,1,9,1
15,9.145435,80.000367,590,61.2,2,2,3,0,1,217,25.2,0,83.9,226.5,0.335,0.518,0.271,0,0,44,15.21,11.37,40.78,0,0,1,9,1
2,8.65516,81.732449,1931,180.3,5,2,0,0,0,884,53.7,1,163.9,35.8,0.802,0.317,-0.158,1,0,55,9.34,2.78,28.54,0,0,1,9,1
2,9.302256,80.430418,174,883.7,0,0,3,1,1,609,44.5,0,107.7,240.1,0.345,0.323,0.278,0,0,44,1.04,7.68,35.15,0,0,1,9,1
17,6.172333,80.328958,67,2106.2,4,4,0,0,2,643,29.9,0,93.1,95.9,0.274,-0.006,0.298,0,0,32,2.97,15.36,22.86,0,0,0,7,1
18,6.897379,81.826077,8,38.7,3,0,1,0,3,262,23.9,0,16.2,126.5,0.532,0.17,-0.246,1,0,36,15.5,0.63,37.04,0,0,1,9,1
16,7.545723,80.164291,40,1066.5,0,0,0,0,1,949,34.7,0,209.0,165.9,0.251,0.15,0.244,0,0,42,17.16,1.9,42.75,0,0,1,9,1
14,6.324976,80.101653,76,2003.9,0,0,1,0,0,697,1.0,0,12.7,166.4,0.738,-0.063,0.208,0,0,25,7.57,13.46,15.31,0,0,0,10,1
6,7.401257,80.545637,30,148.6,5,1,4,0,3,1203,54.8,1,89.0,3.0,0.449,0.406,0.276,0,2,18,4.25,1.92,35.6,0,0,0,10,1
13,9.910299,81.024439,82,46.4,6,3,0,0,3,555,33.2,0,136.2,66.9,0.644,0.258,0.428,0,2,9,0.44,2.07,37.51,0,0,0,10,1
5,6.449485,80.088322,46,456.5,3,3,0,0,1,1904,49.6,1,95.0,102.9,0.304,0.144,0.098,1,0,71,8.96,0.41,31.61,0,0,1,9,1
10,8.365875,80.861963,164,2574.3,6,0,0,0,3,1188,63.5,1,12.4,127.3,0.667,0.248,0.383,0,0,33,3.82,34.01,15.05,0,0,1,9,1
3,9.540251,80.312019,63,8.5,0,0,2,2,0,695,32.3,0,67.4,159.0,0.42,0.097,0.055,1,1,37,1.19,2.41,36.21,0,0,1,9,1
23,7.107269,81.415541,15,1471.4,3,4,4,0,0,683,1.0,0,43.1,331.9,0.57,0.644,-0.351,1,0,73,11.31,8.74,39.52,0,0,1,9,1
19,8.758656,80.091288,1359,500.4,0,3,4,0,1,757,19.5,0,162.5,422.6,0.206,0.304,0.041,1,1,42,21.26,5.68,58.68,1,35994,1,9,1
9,7.888821,81.667602,125,22.1,2,3,4,0,0,937,18.5,0,26.9,420.0,0.619,0.175,-0.141,1,2,76,6.63,14.15,48.82,0,0,1,9,1
18,9.111074,80.265392,54,167.0,1,3,0,0,3,33,23.0,0,70.3,120.2,0.565,0.054,0.314,0,0,15,3.88,2.02,31.05,0,0,0,10,1
0,9.741782,81.656936,18,2013.4,3,2,0,0,0,20,7.1,0,66.2,23.6,0.338,-0.036,0.341,0,0,24,5.77,0.82,22.76,0,0,0,10,1
0,8.878264,80.569474,16,1424.4,5,0,0,0,0,432,4.9,1,117.5,272.0,0.349,0.159,-0.117,1,0,65,24.16,4.37,44.87,0,0,1,9,1
8,6.618896,81.880878,31,365.3,3,0,0,0,2,407,43.3,0,136.4,10.2,0.075,0.579,0.107,0,2,18,8.04,4.91,43.8,0,0,0,11,1
22,6.766044,81.731317,66,66.2,0,0,4,0,1,633,41.7,0,80.5,570.9,0.401,-0.147,-0.301,1,0,59,25.53,2.5,67.8,1,130507,0,0,1
21,8.597614,80.578749,39,2745.0,0,1,0,1,2,758,22.4,0,79.5,25.4,0.683,0.256,-0.18,1,0,37,3.81,12.95,13.96,0,0,0,7,1
17,6.198311,79.983047,5,2084.0,0,3,3,2,1,202,1.0,0,26.4,343.8,0.635,-0.032,0.056,1,1,45,0.56,27.6,46.49,0,0,1,9,1
21,6.047884,80.20673,117,622.3,1,4,0,0,0,959,1.0,0,37.1,203.6,0.334,0.377,-0.117,1,0,71,4.58,1.31,20.29,0,0,1,9,1
24,6.539098,81.249956,13,103.1,5,4,0,0,3,190,1.0,1,27.6,204.4,0.609,-0.243,0.136,0,0,57,4.14,9.85,39.15,0,0,1,9,1
6,9.191441,80.260055,12,6229.8,0,4,4,0,1,1531,15.8,1,142.1,342.0,0.706,0.388,0.31,0,0,20,1.77,2.53,55.84,0,0,0,10,1
9,9.624148,80.916689,122,2792.3,4,1,0,0,0,462,15.3,0,5.7,98.6,0.275,-0.205,-0.201,1,0,35,3.35,3.32,13.3,0,0,1,9,1
11,6.544167,80.794907,24,708.9,4,3,3,1,3,324,41.6,0,64.8,349.2,0.687,0.221,0.061,1,1,24,0.16,25.51,48.69,1,62151,0,10,1
14,6.399057,81.055384,59,5772.9,0,1,4,0,0,734,30.5,0,158.8,493.0,0.691,0.219,0.082,1,0,58,5.34,10.13,55.78,1,53100,1,9,1
9,9.765815,80.355036,42,2330.0,3,0,0,0,1,900,33.0,0,20.3,256.7,0.553,0.343,0.179,0,0,66,11.12,16.0,25.34,0,0,1,9,1
16,7.97226,79.657973,130,1562.4,6,0,0,1,1,618,32.2,0,94.5,416.1,0.931,-0.395,0.668,0,0,7,1.62,2.2,45.72,1,230674,0,10,1
22,6.27352,80.994291,96,3101.9,5,4,3,0,3,623,46.8,1,136.3,379.8,0.925,0.126,-0.166,1,0,72,19.01,12.84,41.17,0,0,1,9,1
5,9.56577,81.86287,142,2164.6,4,1,0,1,0,1173,53.1,1,50.7,197.7,0.923,0.071,-0.33,1,0,36,7.51,0.65,21.37,0,0,1,9,1
9,9.757814,80.31994,3,1533.1,2,4,2,0,1,182,1.0,0,29.6,282.9,0.844,0.159,0.226,0,0,55,3.86,9.96,36.74,0,0,1,9,1
1,7.727005,81.25722,102,3776.8,3,0,0,0,1,423,38.2,0,101.4,76.6,0.537,0.635,0.274,0,0,46,41.1,0.45,18.46,0,0,1,9,1
8,8.654559,81.816902,114,1447.0,0,2,4,1,0,874,39.7,0,117.2,342.4,0.371,0.394,-0.026,1,1,26,1.19,5.22,48.43,0,0,0,10,1
12,7.202006,81.18469,15,2934.2,6,0,0,0,0,10,18.1,0,0.8,342.4,0.505,0.082,-0.301,0,0,9,6.04,4.48,44.07,0,0,0,10,1
12,9.030768,81.589516,103,1670.3,5,4,0,2,1,916,33.8,1,159.7,0.3,0.422,-0.198,0.107,0,0,22,10.0,3.49,21.26,0,0,0,10,1
18,6.014483,80.827905,27,2263.1,4,2,0,1,3,787,47.1,0,33.4,526.4,0.604,0.361,-0.174,1,0,25,9.88,6.73,57.92,0,0,0,10,1
1,7.451915,79.809133,73,525.0,3,3,4,0,3,159,34.7,0,126.5,198.1,0.223,-0.203,-0.312,1,0,44,2.69,1.17,34.26,0,0,1,9,1
15,7.578464,80.501817,176,315.2,5,0,0,0,3,523,24.2,1,73.8,109.7,0.893,0.1,-0.167,1,1,62,21.15,7.2,25.1,0,0,1,9,1
3,6.609626,80.782666,62,907.0,3,3,4,0,1,117,8.3,0,68.3,269.0,0.588,0.341,0.19,0,1,48,7.57,8.76,31.48,0,0,1,9,1
18,7.934875,80.534987,63,6950.2,5,4,2,0,1,128,18.8,1,119.6,166.2,0.523,0.422,0.132,0,0,56,7.13,8.4,25.92,0,0,1,9,1
0,9.321236,79.886327,57,4645.6,2,1,3,0,0,531,34.1,0,71.4,52.2,0.182,0.55,0.027,1,1,60,2.55,3.55,17.88,0,0,1,9,1
13,6.92528,79.806734,65,1671.2,4,1,4,0,0,748,9.3,0,6.5,132.0,0.381,-0.159,0.027,1,0,10,2.21,1.46,17.3,0,0,0,10,1
22,8.010038,81.841247,38,3748.4,3,2,2,0,1,681,44.2,0,13.0,303.0,0.648,0.291,0.17,0,0,78,4.42,2.67,28.08,0,0,1,9,1
16,7.183247,81.389344,39,31.9,0,0,3,0,1,697,15.3,0,88.9,234.7,0.56,0.447,-0.037,1,1,74,6.71,4.54,42.01,0,0,1,9,1
15,7.326375,81.736725,790,10526.6,6,0,4,0,1,714,23.1,0,107.4,768.6,0.88,0.012,0.619,0,0,61,2.01,6.9,71.05,0,0,0,0,1
15,6.56306,81.804439,678,1449.0,3,2,0,0,0,10,27.0,0,45.8,253.3,0.805,0.26,0.092,1,0,10,1.96,2.48,27.99,0,0,0,10,1
10,8.748568,81.188908,461,1196.5,3,1,3,0,1,1155,8.0,1,204.4,162.7,0.471,0.453,0.227,0,0,62,3.56,1.71,33.49,0,0,1,9,1
19,7.103742,80.387833,1600,959.6,0,1,0,0,0,566,28.9,0,23.2,297.9,0.535,0.022,0.474,0,0,20,2.62,3.25,31.24,0,0,0,10,1
14,8.903712,80.516123,33,1578.0,6,2,4,0,1,228,7.8,0,163.2,90.7,0.26,-0.677,0.472,0,0,52,6.42,5.6,31.57,0,0,1,9,1
7,8.551682,79.944037,122,1746.7,4,3,3,0,1,576,13.7,0,79.5,235.4,0.828,0.577,0.102,0,0,87,5.16,1.02,21.27,0,0,1,9,1
10,9.214944,79.965695,867,611.6,5,1,0,0,1,1319,15.6,1,59.7,273.4,0.455,-0.135,0.076,1,0,87,9.47,2.78,26.28,0,0,1,9,1
8,8.001092,80.600537,29,228.0,2,3,4,0,0,533,31.8,0,78.2,465.2,0.339,0.554,0.081,1,2,66,2.93,5.52,68.49,1,71345,0,0,1
20,8.236151,81.024006,109,294.6,2,0,0,2,1,536,1.0,0,9.1,92.5,0.546,0.143,-0.439,1,0,59,14.77,2.13,17.31,0,0,1,9,1
23,7.927409,81.624769,26,1030.2,5,1,0,0,1,10,13.9,1,77.4,178.7,0.794,-0.352,-0.036,1,0,33,2.36,19.12,29.29,0,0,1,9,1
23,6.4276,80.58036,43,804.6,5,0,4,0,0,1010,18.2,1,17.0,82.0,0.501,-0.39,-0.426,1,0,17,4.78,3.56,14.83,0,0,0,10,1
0,7.371039,81.289086,1,663.4,0,3,1,0,3,12,29.5,0,66.4,18.6,0.463,0.576,0.266,0,0,61,25.31,1.73,23.64,0,0,1,9,1
10,7.275201,80.056744,622,2335.8,4,4,4,0,0,1119,49.7,1,80.9,365.8,0.215,-0.102,-0.039,1,0,17,24.39,3.62,47.21,1,138414,0,10,1
9,8.110943,80.626063,86,762.5,6,0,2,0,3,676,21.5,0,169.4,24.5,0.744,-0.127,0.38,0,0,19,2.44,18.72,20.72,0,0,0,10,1
14,7.384551,79.742447,92,2089.8,5,4,0,0,3,309,27.5,1,91.2,144.9,0.846,-0.269,-0.277,1,0,20,3.33,2.15,22.11,0,0,0,10,1
13,9.078362,81.484817,17,1521.7,5,0,3,0,0,105,41.2,1,56.1,139.2,0.108,-0.12,0.032,1,0,50,10.74,1.47,33.09,0,0,1,9,1
24,6.942423,80.363602,50,72.9,5,1,0,2,1,243,25.0,1,7.9,213.7,0.457,0.152,0.214,0,0,73,5.7,3.07,27.98,0,0,1,9,1
9,6.623084,81.385845,76,1791.4,2,2,4,0,1,649,11.3,0,34.0,489.2,0.669,0.711,-0.156,1,0,44,6.62,17.87,43.64,0,0,1,9,1
5,7.211204,81.595506,47,4713.8,0,1,1,0,3,1549,75.5,1,63.3,264.9,0.438,0.313,0.066,1,0,7,6.93,9.69,38.0,0,0,0,10,1
13,6.37834,81.062895,18,644.7,2,2,0,0,3,845,1.0,0,43.3,4.4,0.266,0.495,-0.29,1,0,23,46.95,5.69,19.39,0,0,0,10,1
15,9.209142,80.90558,316,1069.7,2,4,3,0,0,504,14.8,0,69.5,144.5,0.536,-0.029,0.266,0,0,16,1.33,0.28,22.77,0,0,0,10,1
6,8.13208,81.512328,82,200.3,0,1,0,0,0,1265,84.7,1,158.7,455.7,0.826,-0.169,0.253,0,1,60,4.32,8.02,66.32,0,0,0,0,1
1,8.185631,80.096224,4,763.8,0,0,4,0,1,10,39.4,0,18.7,299.4,0.176,-0.191,-0.026,1,0,33,17.88,8.94,47.53,0,0,1,9,1
18,8.089742,81.835596,46,1000.7,3,1,0,0,1,319,25.2,0,81.4,277.9,0.502,0.103,-0.178,1,0,55,11.86,6.29,33.24,0,0,1,9,1
11,9.750086,81.152155,28,1127.1,0,0,0,0,3,173,1.0,0,121.2,429.1,0.366,0.068,0.24,0,0,50,0.92,15.56,55.87,1,115781,1,9,1
9,7.244028,80.570212,23,1588.6,0,4,0,0,0,59,59.0,0,20.3,242.4,0.446,0.113,0.344,0,0,31,1.7,14.42,35.72,0,0,1,9,1
5,8.236955,81.706707,164,2293.9,3,0,2,0,1,977,57.4,0,48.8,408.0,0.283,0.127,-0.207,1,0,58,18.28,4.38,43.12,0,0,1,9,1
9,7.847954,80.281804,85,495.0,5,3,3,0,1,10,22.3,1,103.7,215.8,0.402,0.082,-0.098,1,1,38,0.13,30.11,44.15,0,0,1,9,1
5,7.031367,80.935384,60,2735.5,0,2,4,0,0,1580,11.8,1,104.6,225.8,0.196,0.32,-0.526,1,0,43,3.03,9.46,33.61,0,0,1,9,1
2,8.748594,80.036041,847,6026.0,5,2,4,1,1,187,8.9,1,31.1,103.8,0.304,0.082,-0.243,1,0,82,9.67,0.03,10.96,0,0,1,9,1
14,6.522349,81.719361,88,631.0,0,0,2,0,0,683,9.4,0,121.1,58.0,0.441,0.432,0.015,1,0,53,5.34,2.36,17.7,0,0,1,9,1
2,8.69321,81.439248,792,133.1,3,4,0,0,0,255,18.7,0,149.8,330.0,0.588,0.008,0.2,0,1,5,3.73,4.11,59.54,0,0,0,10,1
12,8.460454,81.034358,87,3085.0,5,3,4,0,1,66,1.0,1,29.9,463.6,0.076,-0.272,0.348,0,0,75,14.45,10.52,43.41,0,0,1,9,1
13,9.624158,81.251282,56,1576.6,2,0,3,0,1,328,73.9,0,56.9,81.1,0.078,0.37,-0.52,1,0,39,0.72,1.49,21.46,0,0,1,9,1
23,9.820783,79.70054,32,4082.2,0,0,2,0,1,221,12.5,0,144.1,252.7,0.513,0.429,0.036,1,0,44,6.31,1.64,41.96,0,0,1,9,1
13,7.252852,80.054723,59,4021.8,2,4,3,0,0,248,43.4,0,134.6,135.3,0.29,-0.09,0.078,1,0,8,20.32,2.83,33.21,0,0,0,10,1
10,8.99247,81.818288,1222,1280.7,1,3,0,1,0,1678,66.4,1,90.7,177.2,0.416,0.025,0.172,0,0,20,1.11,2.83,31.0,0,0,0,10,1
21,6.202575,81.54742,69,116.6,5,4,0,0,1,197,20.8,1,38.0,192.2,0.66,0.069,0.015,1,0,50,8.89,13.39,29.26,0,0,1,9,1
24,8.037494,80.848583,45,3156.8,4,3,0,2,1,620,30.9,0,110.6,100.3,0.483,0.287,0.068,1,0,30,1.26,6.44,24.63,0,0,1,9,1
23,9.335965,81.040424,128,556.3,0,1,4,0,3,224,21.4,0,77.9,56.2,0.56,-0.018,-0.049,1,0,59,1.85,9.39,12.04,0,0,1,9,1
4,8.81068,81.067921,66,2010.1,5,0,4,0,0,2427,50.0,1,123.0,495.7,0.408,0.079,0.138,0,0,5,10.06,6.58,61.53,0,0,0,3,1
11,9.757305,80.304597,176,1345.4,0,1,3,0,2,10,16.9,0,193.3,81.1,0.84,-0.126,0.537,0,0,15,5.6,4.85,27.03,0,0,0,11,1
14,9.484072,79.898826,151,819.9,0,1,0,0,0,621,25.5,0,149.5,27.8,0.195,0.007,-0.08,1,0,47,38.22,3.11,21.89,0,0,1,9,1
10,6.878086,80.421207,1377,683.8,4,1,4,1,1,1671,41.2,1,39.9,168.0,0.63,-0.009,0.179,0,0,50,26.2,12.35,18.75,0,0,1,9,1
19,7.703697,80.905289,766,2274.7,4,4,3,0,1,10,51.0,0,3.8,253.2,0.197,0.373,0.517,0,0,40,10.84,6.25,28.06,0,0,1,9,1
21,6.283333,81.871883,69,6451.7,4,2,0,0,1,659,1.0,0,15.2,337.1,0.599,-0.468,0.149,0,0,91,1.12,13.53,24.57,0,0,1,9,1
11,6.601829,81.28156,29,440.8,3,0,0,0,3,632,1.0,0,65.3,245.1,0.509,0.498,-0.567,1,0,32,3.3,7.49,45.01,0,0,1,9,1
10,8.193399,80.2327,1294,1546.8,2,4,4,0,1,1677,36.2,1,172.6,246.7,0.371,0.249,-0.216,1,0,95,2.77,2.87,36.42,0,0,1,9,1
21,9.178679,80.158742,67,3778.1,4,4,4,0,1,465,1.0,0,19.7,50.1,0.775,0.333,0.021,1,0,86,7.16,8.87,0.0,0,0,1,9,1
2,9.558143,80.130711,1349,2154.8,0,4,4,2,1,947,1.0,0,101.2,264.1,0.591,0.146,0.144,0,0,56,20.29,0.76,30.67,0,0,1,9,1
17,7.700173,81.320713,41,3378.6,0,2,3,0,1,10,20.6,0,82.9,263.1,0.466,0.083,0.388,0,0,33,2.74,3.78,35.99,0,0,1,9,1
5,9.252762,81.572452,0,6764.5,1,2,3,0,1,1406,27.2,1,102.3,15.8,0.151,0.409,-0.046,1,0,95,4.18,3.7,26.9,0,0,1,9,1
10,7.503037,81.462871,962,1725.0,5,1,2,0,3,849,77.2,1,0.7,49.7,0.278,0.336,-0.034,1,0,51,1.25,0.44,10.19,0,0,1,9,1
13,8.600072,80.556482,32,798.1,0,2,0,0,1,429,1.0,0,4.3,73.0,0.308,0.267,-0.238,1,0,52,2.74,0.76,13.68,0,0,1,9,1
4,7.843051,81.139469,76,410.2,0,1,0,0,0,1330,49.6,1,40.7,263.3,0.785,0.069,-0.049,1,0,49,16.42,8.66,35.74,0,0,1,9,1
7,7.868677,81.588842,71,94.9,0,2,1,0,0,252,20.7,0,68.9,70.3,0.241,0.007,0.312,0,0,42,2.65,0.32,27.17,0,0,1,9,1
23,6.448938,80.281119,66,2130.8,6,0,0,1,3,65,14.9,0,51.9,130.8,0.305,0.059,0.397,0,0,6,5.09,6.67,23.19,0,0,0,10,1
4,6.289877,80.745194,37,186.2,5,4,0,1,3,637,23.1,1,64.0,192.1,0.617,0.183,-0.103,1,1,47,0.94,3.96,39.09,0,0,1,9,1
0,9.498955,81.337205,107,2514.2,3,3,1,0,3,10,9.5,0,174.2,298.0,0.793,0.53,-0.152,1,0,86,6.43,8.7,36.2,0,0,1,9,1
17,9.142456,80.34189,51,781.5,2,2,4,1,0,474,1.0,0,100.3,432.1,0.378,0.178,-0.435,1,0,30,1.84,2.43,49.31,1,22289,1,9,1
11,8.884204,81.195437,13,88.0,4,2,4,1,1,596,1.0,0,26.6,8.2,0.207,0.123,-0.018,1,0,26,1.14,7.66,29.82,0,0,0,10,1
15,8.942183,79.668486,1260,2469.4,0,3,2,0,0,355,53.6,0,27.9,352.3,0.221,-0.044,0.451,0,0,28,1.66,3.73,39.82,0,0,0,10,1
24,6.831774,81.597075,10,725.5,5,2,0,0,1,235,24.1,1,208.3,237.0,0.548,0.218,-0.17,1,1,74,13.77,0.61,53.4,1,70877,1,9,1
3,7.033554,79.788853,97,1157.2,4,4,4,0,1,408,34.0,0,56.9,385.1,0.654,-0.04,0.573,0,0,27,0.59,5.7,40.24,0,0,0,10,1
24,7.505941,81.546488,65,1805.1,2,3,2,0,1,270,1.4,0,91.9,358.7,0.672,0.086,0.337,0,0,70,1.66,1.36,35.43,0,0,1,9,1
12,6.529483,81.118429,29,10338.4,3,0,0,0,0,145,7.4,0,28.0,99.6,0.283,0.397,0.525,0,0,27,5.99,16.53,22.24,0,0,0,10,1
21,7.596441,80.136708,59,3425.2,1,3,0,0,1,405,36.4,0,235.0,94.1,0.127,-0.01,0.314,0,0,90,9.61,0.34,32.89,0,0,1,9,1
4,7.444359,80.135972,57,425.5,3,4,2,0,1,1622,47.1,1,92.3,192.7,0.371,0.344,-0.131,1,0,38,0.55,2.73,40.13,0,0,1,9,1
24,6.484678,81.394618,69,2998.9,0,1,4,0,0,999,1.0,0,74.6,292.7,0.143,0.421,0.089,1,0,34,4.86,8.62,37.07,0,0,1,9,1
19,9.613982,81.421495,1135,2277.4,0,1,0,0,1,618,3.0,0,36.0,266.1,0.669,-0.463,-0.052,1,0,74,2.93,23.52,21.84,0,0,1,9,1
5,7.866366,79.991772,51,1082.5,1,2,2,0,3,1929,55.8,1,40.0,184.0,0.645,0.258,0.102,0,0,48,0.19,21.55,20.87,0,0,1,9,1
18,7.740231,81.052127,36,40.0,3,1,1,0,1,744,39.4,0,60.1,287.4,0.124,0.344,0.25,0,0,43,11.33,6.77,50.59,1,30078,1,9,1
15,9.435066,81.784261,738,1280.7,2,4,0,0,1,528,41.1,0,69.3,238.4,0.65,0.005,0.262,0,0,66,6.33,13.43,25.75,0,0,1,9,1
10,7.399433,81.888364,1600,1397.7,0,0,0,1,0,1233,60.2,1,110.4,153.1,0.271,0.362,-0.545,1,0,55,12.9,14.29,28.6,0,0,1,9,1
10,9.418221,80.524912,1777,147.3,3,3,4,0,0,1500,74.4,1,207.7,296.8,0.833,0.304,0.653,0,0,58,5.59,7.43,55.09,1,11843,1,9,1
1,9.825788,80.233823,59,3510.1,3,0,4,0,0,452,2.2,0,57.4,280.8,0.592,-0.035,0.009,1,0,36,3.98,1.7,29.73,0,0,1,9,1
1,7.514865,80.792227,57,417.9,6,2,0,0,1,365,3.7,0,81.0,99.2,0.599,0.231,0.334,0,1,69,4.97,1.1,26.16,0,0,1,9,1
11,6.625208,79.917181,13,1075.2,3,2,3,1,0,410,20.0,0,65.0,104.7,0.374,0.111,-0.288,1,0,27,0.07,11.97,30.88,0,0,0,10,1
24,5.993107,80.627333,40,1719.1,0,3,0,0,0,687,51.5,0,80.9,426.5,0.605,-0.081,-0.057,1,0,5,9.96,2.72,52.66,1,87517,0,10,1
4,9.376687,80.682134,25,2987.7,0,4,1,1,1,2718,8.9,1,256.2,217.3,0.65,0.011,-0.242,1,0,16,1.09,8.2,53.57,0,0,0,10,1
10,7.737867,80.065066,857,3354.0,0,4,0,1,0,1307,68.9,1,26.5,222.1,0.566,0.028,-0.166,1,0,25,0.83,11.31,26.44,0,0,0,10,1
22,9.260181,80.448889,66,2497.6,4,4,0,0,0,10,34.7,0,167.1,253.6,0.354,0.081,-0.121,1,0,65,27.42,12.32,39.54,0,0,1,9,1
0,6.535784,79.654105,88,2569.9,4,4,0,2,3,104,1.0,0,23.3,15.8,0.43,0.392,0.008,1,0,47,5.58,3.54,4.7,0,0,1,9,1
4,7.185281,81.744357,72,4654.2,0,4,4,1,1,1241,41.7,1,52.6,25.7,0.16,-0.07,-0.116,1,1,52,24.11,6.62,15.19,0,0,1,9,1
